Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Cedric Mullins","TBR",109,473,422,94,58,20,2,14,54,53,43,0,108,4,3,1,,19,4,0.222974,0.0905032,0.228613,0.395879,0.298384,0.380128,0.297848,0.678513,0.157154,5.85931,0.26394,-0.318304,1.34202,50.0553,-5.8406,88.8382,1.02372,-0.116971,-5.1996378898620605,1.2743865549564362,1.26477,321.5,,,,,,,471.3,4.323853211,471.3,4.323853211,,,,,,,,,,,,,,,,,,,"Cedric Mullins","17929",656775
"Kyle Isbel","KCR",113,487,446,111,75,22,4,10,54,50,31,0,96,4,4,2,,10,3,0.248501,0.0642,0.196965,0.325947,0.301891,0.381751,0.298497,0.683642,0.13325,5.5373,0.293945,0.758911,0.0883773,51.784,-5.75586,87.1507,0.847289,0.31872,-6.527688503265381,2.057917982339859,1.25807,999,,,,,,,471.8,4.175221238,471.8,4.175221238,,,,,,,,,,,,,,,,,,,"Kyle Isbel","21614",664728
"Luis Torrens","NYM",56,223,203,48,32,10,1,6,24,24,15,0,50,2,2,1,,2,0,0.237654,0.0674001,0.224534,0.300177,0.295136,0.383385,0.296378,0.678521,0.145731,3.64401,0.283101,-0.0816982,-0.211628,23.2896,-3.01437,91.9143,-0.293327,1.7625,-2.4267103374004364,6.110497236251831,1.25269,999,,,,,,,211.7,3.780357142,211.7,3.780357142,,,,,,,,,,,,,,,,,,,"Luis Torrens","15905",620443
"Jacob Young","WSN",89,383,343,86,66,14,2,4,44,34,27,0,69,6,3,4,,19,6,0.25011,0.0697084,0.180148,0.386952,0.312424,0.334608,0.288464,0.647031,0.0844981,6.11993,0.300838,0.478996,0.688719,37.5705,-7.63942,83.2121,1.16771,4.42996,-6.445385456085205,5.796467304229736,1.23565,746.0700073242188,,,,,,,346.5,3.893258426,346.5,3.893258426,,,,,,,,,,,,,,,,,,,"Jacob Young","29931",696285
"Tyler Stephenson","CIN",111,447,394,92,57,20,1,15,50,54,45,1,125,5,3,0,,1,1,0.234012,0.100046,0.279898,0.357438,0.317505,0.39928,0.313678,0.716784,0.165267,2.34592,0.301691,-0.199551,-0.856943,53.069,0.226241,95.5847,-1.05649,-1.94687,-3.3968364000320435,2.450810670852661,1.20888,294.75,,,,,,,475,4.279279279,475,4.279279279,,,,,,,,,,,,,,,,,,,"Tyler Stephenson","17988",663886
"Owen Caissie","MIA",97,417,369,91,55,21,1,13,48,50,41,1,130,3,3,1,,4,2,0.245537,0.0991318,0.310929,0.318825,0.324713,0.417134,0.323295,0.741847,0.171597,3.92421,0.338063,0.0417395,-0.64312,52.7901,3.47016,105.711,-0.601381,0.638954,2.2241275906562805,-4.33018171787262,1.20494,528.5,,,,,,,463.4,4.777319587,463.4,4.777319587,,,,,,,,,,,,,,,,,,,"Owen Caissie","27496",683357
"Marcelo Mayer","BOS",106,459,418,104,65,24,2,12,55,53,34,1,107,3,3,1,,5,2,0.247536,0.074306,0.231997,0.320288,0.306651,0.404638,0.308498,0.711289,0.157103,4.32634,0.301491,0.148234,-0.619779,52.5532,-1.69872,92.8606,-0.471545,-0.991597,-4.335096001625061,0.30037879943847656,1.20456,589.5399780273438,,,,,,,473.1,4.463207547,473.1,4.463207547,,,,,,,,,,,,,,,,,,,"Marcelo Mayer","29668",691785
"Willi Castro","COL",127,550,488,123,81,24,5,13,68,57,44,1,124,13,4,1,,15,5,0.252532,0.0797606,0.226204,0.352604,0.328849,0.402709,0.320579,0.731558,0.150178,6.14166,0.310699,0.343463,-0.0284166,68.2953,3.35741,91.5394,0.315046,-2.76087,-5.19597315788269,-1.493739128112793,1.18577,256.3399963378906,,,,,,,606.6,4.776377952,606.6,4.776377952,,,,,,,,,,,,,,,,,,,"Willi Castro","17338",650489
"Gabriel Arias","CLE",106,456,419,96,61,21,2,13,47,49,28,1,141,5,3,1,,8,4,0.230402,0.0611956,0.309034,0.198022,0.285064,0.379639,0.288963,0.664704,0.149238,4.6268,0.312848,0.254332,-0.471296,44.9896,-8.92534,84.7842,-0.216965,-0.136512,-8.399986431002617,4.209166407585144,1.17855,748.3800048828125,,,,,,,416.1,3.925471698,416.1,3.925471698,,,,,,,,,,,,,,,,,,,"Gabriel Arias","22563",672356
"Dylan Crews","WSN",105,452,409,99,64,18,3,15,51,51,33,0,97,6,3,2,,20,6,0.242002,0.0719001,0.213447,0.336853,0.305606,0.405865,0.30982,0.711471,0.163863,5.97348,0.280405,0.240919,0.786802,52.242,-1.18786,97.8416,1.02772,-0.642451,-0.12903165817260742,-3.499704122543335,1.16751,282.2200012207031,,,,,,,493.9,4.703809523,493.9,4.703809523,,,,,,,,,,,,,,,,,,,"Dylan Crews","33541",686611
"Jesús Sánchez","TOR",90,390,350,87,53,18,2,14,48,48,33,1,93,3,3,1,,9,3,0.247745,0.0858,0.238115,0.360331,0.315982,0.425563,0.321145,0.741545,0.177818,5.03484,0.2965,-0.0815271,0.0756309,48.5909,2.55897,106.372,-0.00589614,-0.522148,2.920133545063436,-4.994370460510254,1.16009,617.4299926757812,,,,,,,449.1,4.99,449.1,4.99,,,,,,,,,,,,,,,,,,,"Jesus Sanchez","19913",660821
"Nick Fortes","TBR",80,318,289,67,47,11,0,8,32,33,19,0,55,6,2,2,,2,1,0.230677,0.0607638,0.172491,0.352273,0.290216,0.353207,0.283975,0.643423,0.12253,3.11765,0.257639,0.0878451,-0.410475,30.0684,-7.50865,79.2813,-0.32263,-0.222509,-8.088591188192368,5.988910511136055,1.1502,999,,,,,,,269.3,3.36625,269.3,3.36625,,,,,,,,,,,,,,,,,,,"Nick Fortes","21538",663743
"Mark Vientos","NYM",100,431,391,97,58,18,1,20,53,60,32,0,112,4,3,1,,1,0,0.247525,0.0744999,0.260265,0.286246,0.30946,0.45414,0.328614,0.763599,0.206615,2.95885,0.29281,-0.589473,-0.554202,56.4124,5.44854,113.997,-1.14367,0.373631,6.011785507202148,-9.117417991161346,1.15001,652.5700073242188,,,,,,,508,5.08,508,5.08,,,,,,,,,,,,,,,,,,,"Mark Vientos","22184",668901
"CJ Kayfus","CLE",85,366,324,79,48,17,4,11,43,44,34,0,100,5,2,1,,4,1,0.244915,0.0937268,0.272344,0.344148,0.324755,0.419605,0.324528,0.74436,0.17469,5.19852,0.31852,0.0973665,-0.366458,46.7085,3.41314,109.283,-0.269091,0.254374,3.7401506304740906,-5.153033047914505,1.14617,999,,,,,,,415.7,4.890588235,415.7,4.890588235,,,,,,,,,,,,,,,,,,,"CJ Kayfus","33704",692216
"Joc Pederson","TEX",97,417,359,84,50,14,1,19,51,53,47,2,98,9,3,1,,3,1,0.233481,0.111609,0.234397,0.476153,0.333526,0.434921,0.334167,0.768448,0.20144,3.4511,0.266042,-0.251787,-0.592788,56.4746,7.15472,116.144,-0.844574,-0.000892901,7.09785008430481,-10.287004732817877,1.14404,999,,,,,,,507.2,5.228865979,507.2,5.228865979,,,,,,,,,,,,,,,,,,,"Joc Pederson","11899",592626
"Cam Smith","HOU",128,553,495,118,78,24,3,13,61,59,47,0,145,7,4,1,,9,3,0.238994,0.0858299,0.261763,0.327891,0.312131,0.379415,0.304213,0.691547,0.140421,4.94183,0.309217,0.241936,-0.0980881,61.3807,-3.97075,94.6798,0.143848,0.811587,-3.324261024594307,-4.620511293411255,1.13542,341.8699951171875,,,,,,,545.4,4.2609375,545.4,4.2609375,,,,,,,,,,,,,,,,,,,"Cam Smith","35108",701358
"Gavin Lux","TBR",92,397,349,87,60,19,2,6,40,37,41,0,88,2,3,1,,2,1,0.248927,0.1032,0.22075,0.467498,0.329322,0.362227,0.307381,0.691549,0.1133,3.51879,0.313602,0.0877255,-0.528177,45.027,-1.8269,95.4046,-0.440452,-1.56425,-2.58819317817688,-0.09835326671600342,1.12195,745.989990234375,,,,,,,391.1,4.251086956,391.1,4.251086956,,,,,,,,,,,,,,,,,,,"Gavin Lux","19955",666158
"Mike Yastrzemski","ATL",114,494,431,99,59,20,2,18,60,58,54,2,117,4,4,1,,5,2,0.229442,0.1084,0.23732,0.456767,0.318465,0.408312,0.316256,0.726777,0.178871,4.24074,0.27137,-0.0386064,-0.390139,59.6456,1.28371,101.76,-0.428745,-0.818594,0.6014998257160187,-6.110723376274109,1.11716,656.0999755859375,,,,,,,539.9,4.735964912,539.9,4.735964912,,,,,,,,,,,,,,,,,,,"Mike Yastrzemski","14854",573262
"Dominic Canzone","SEA",96,415,378,95,59,17,1,17,51,55,31,2,94,3,3,1,,4,2,0.250975,0.0743566,0.225758,0.329365,0.310204,0.437893,0.321912,0.748097,0.186918,3.56414,0.287721,-0.287502,-0.477452,51.9966,2.98301,112.829,-0.764953,-0.25887,5.507032096385956,-8.950228095054626,1.10892,477.1600036621094,,,,,,,472.8,4.925,472.8,4.925,,,,,,,,,,,,,,,,,,,"Dominic Canzone","26438",686527
"Luisangel Acuña","CHW",98,424,391,100,76,17,2,5,51,36,26,0,77,3,3,2,,23,6,0.255347,0.0607176,0.182342,0.332988,0.303933,0.346304,0.287023,0.650236,0.0909567,6.07213,0.304192,0.26142,1.35929,41.1726,-8.96932,82.0057,1.62071,1.48902,-7.379346489906311,3.203370213508606,1.06758,395.510009765625,,,,,,,390.6,3.985714285,390.6,3.985714285,,,,,,,,,,,,,,,,,,,"Luisangel Acuna","26548",682668
"Austin Hays","CHW",113,487,446,111,68,24,3,16,59,58,33,1,123,5,3,0,,6,1,0.248803,0.0672113,0.251718,0.26701,0.30477,0.422118,0.313521,0.726888,0.173315,4.8913,0.306332,-0.0199456,-0.12549,57.7241,0.184256,100.26,-0.145435,-0.730521,0.003546595573425293,-6.345644533634186,1.06651,572.469970703125,,,,,,,535.3,4.737168141,535.3,4.737168141,,,,,,,,,,,,,,,,,,,"Austin Hays","19363",669720
"Ramón Urías","STL",72,313,284,70,48,14,1,8,33,34,23,0,69,3,2,1,,2,0,0.248065,0.0729665,0.219025,0.333143,0.309576,0.389401,0.306094,0.698977,0.141336,3.48113,0.297007,-0.176828,-0.153021,35.2207,-1.76923,97.4176,-0.32985,0.158099,-1.2880155444145203,1.2761548310518265,1.06409,999,,,,,,,311.3,4.323611111,311.3,4.323611111,,,,,,,,,,,,,,,,,,,"Ramon Urias","18795",602104
"Alek Thomas","ARI",96,415,382,94,62,19,3,10,48,46,24,0,96,4,3,3,,8,3,0.246737,0.0567154,0.231238,0.245268,0.294644,0.390708,0.297868,0.685352,0.143971,5.47677,0.302207,0.869756,-0.196785,43.8988,-5.1148,88.6502,0.672971,1.0257,-4.907058119773865,1.4207637310028076,1.0549,746.030029296875,,,,,,,401.4,4.18125,401.4,4.18125,,,,,,,,,,,,,,,,,,,"Alek Thomas","23792",677950
"David Hamilton","MIL",68,292,261,57,38,10,2,8,36,32,26,0,74,2,2,1,,26,6,0.21969,0.0889838,0.253436,0.351109,0.292792,0.358396,0.287371,0.651188,0.138706,7.31569,0.273698,0.141839,2.3643,28.4311,-6.09285,83.1984,2.50614,2.50635,-3.3122410774230957,3.649251341819763,1.02877,743.3300170898438,,,,,,,290.4,4.270588235,290.4,4.270588235,,,,,,,,,,,,,,,,,,,"David Hamilton","27531",666152
"Chandler Simpson","TBR",105,452,418,119,100,15,3,1,54,37,26,0,49,1,3,4,,41,10,0.284689,0.0566056,0.107542,0.526361,0.325056,0.344115,0.295946,0.669171,0.0594266,7.07305,0.31744,0.454562,3.40102,47.1487,-6.28121,87.528,3.85558,1.34113,-2.7915024757385254,-2.9074782133102417,1.00978,180.19000244140625,,,,,,,449.3,4.279047619,449.3,4.279047619,,,,,,,,,,,,,,,,,,,"Chandler Simpson","31912",802415
"Davis Schneider","TOR",74,320,272,59,35,12,1,11,38,35,41,0,91,4,2,1,,4,1,0.217943,0.1276,0.284829,0.447988,0.325162,0.392342,0.317246,0.717504,0.174399,4.07345,0.280077,-0.175926,-0.209637,38.9008,1.08891,103.686,-0.385564,-0.612792,1.0048669278621674,-2.153224289417267,1.00976,999,,,,,,,342.1,4.622972972,342.1,4.622972972,,,,,,,,,,,,,,,,,,,"Davis Schneider","23565",676914
"Lourdes Gurriel Jr.","ARI",109,470,434,116,77,23,2,15,55,61,27,0,77,5,3,1,,7,2,0.267359,0.0577999,0.16382,0.352825,0.315159,0.431546,0.32251,0.746705,0.164187,4.24164,0.292641,-0.144414,-0.341182,59.1577,3.60899,105.531,-0.485596,-0.695147,2.5961367785930634,-8.398850858211517,1.00611,689.0700073242188,,,,,,,538.4,4.939449541,538.4,4.939449541,,,,,,,,,,,,,,,,,,,"Lourdes Gurriel Jr.","19238",666971
"Logan O'Hoppe","LAA",112,446,405,94,61,13,1,19,47,55,31,0,126,5,3,1,,3,2,0.232707,0.0701516,0.282789,0.248071,0.29403,0.411231,0.30618,0.70526,0.178524,3.21264,0.285712,-0.761776,-0.685276,50.2115,-2.48979,94.2814,-1.44705,-3.95082,-4.453288316726685,2.9133729934692383,0.975777,246.50999450683594,,,,,,,451.5,4.03125,451.5,4.03125,,,,,,,,,,,,,,,,,,,"Logan O'Hoppe","24729",681351
"Spencer Steer","CIN",108,466,411,97,59,21,2,16,54,58,46,0,100,6,3,0,,8,2,0.237095,0.0988957,0.214512,0.461026,0.320792,0.411079,0.320263,0.731871,0.173984,4.4283,0.27413,-0.199686,0.0411131,57.8015,2.7276,100.095,-0.158573,-0.32664,-0.1059257984161377,-5.91691780090332,0.969913,335.70001220703125,,,,,,,520.5,4.819444444,520.5,4.819444444,,,,,,,,,,,,,,,,,,,"Spencer Steer","26323",668715
"Luis Rengifo","MIL",89,383,351,87,62,14,2,9,41,41,25,0,72,3,3,1,,10,4,0.247467,0.064764,0.187013,0.346308,0.301591,0.375395,0.296573,0.676985,0.127928,5.19522,0.285521,0.340621,-0.234824,40.0896,-5.12031,89.5016,0.105797,-0.0128893,-4.6550950184464455,1.3536229990422726,0.964261,644.9299926757812,,,,,,,364.6,4.096629213,364.6,4.096629213,,,,,,,,,,,,,,,,,,,"Luis Rengifo","19858",650859
"Giancarlo Stanton","NYY",94,408,364,84,45,13,0,25,48,67,38,2,127,2,3,0,,0,0,0.229263,0.0932646,0.310559,0.300312,0.304114,0.474552,0.331439,0.778666,0.24529,1.45721,0.270236,-0.730221,-0.524966,54.285,6.08838,113.988,-1.25519,-0.000276852,5.469699740409851,-10.099042225338053,0.963207,251.4600067138672,,,,,,,499.1,5.309574468,499.1,5.309574468,,,,,,,,,,,,,,,,,,,"Giancarlo Stanton","4949",519317
"Henry Davis","PIT",74,293,259,58,37,13,1,8,32,32,24,1,74,6,2,1,,4,1,0.224156,0.081056,0.252587,0.320903,0.302309,0.374563,0.297658,0.676873,0.150407,4.11933,0.277819,-0.13491,-0.178485,30.9133,-3.65759,87.6069,-0.313395,-1.17693,-4.610973596572876,4.5375800132751465,0.961156,999,,,,,,,279.2,3.772972972,279.2,3.772972972,,,,,,,,,,,,,,,,,,,"Henry Davis","29617",680779
"José Caballero","NYY",70,304,265,59,40,12,1,6,36,30,30,0,76,6,2,2,,30,8,0.222584,0.0991893,0.249458,0.397619,0.313688,0.340152,0.293246,0.653841,0.117568,6.66377,0.287552,-0.00494746,2.22787,31.0508,-4.89244,87.6782,2.22292,-0.928194,-2.1948325634002686,1.096497356891632,0.959174,200.02999877929688,,,,,,,304.9,4.355714285,304.9,4.355714285,,,,,,,,,,,,,,,,,,,"Jose Caballero","23401",676609
"Jake Rogers","DET",48,190,170,36,22,7,1,6,20,20,15,0,54,2,1,1,,1,0,0.210646,0.0806998,0.287343,0.280848,0.280159,0.369099,0.284047,0.649258,0.158453,3.89153,0.268191,-0.0462992,-0.150734,17.9401,-4.46608,79.9626,-0.197033,0.198425,-4.675410181283951,3.902128830552101,0.95881,999,,,,,,,166.9,3.477083333,166.9,3.477083333,,,,,,,,,,,,,,,,,,,"Jake Rogers","19452",668670
"Jake McCarthy","COL",92,397,358,98,70,16,5,7,50,38,27,0,66,7,2,3,,18,4,0.273185,0.0671924,0.167243,0.401765,0.333383,0.404118,0.32253,0.737501,0.130933,7.13437,0.31673,0.428887,1.25004,49.9043,3.05036,92.8755,1.67893,1.08962,-1.6694570779800415,-2.1651673316955566,0.95706,506.760009765625,,,,,,,456.5,4.961956521,456.5,4.961956521,,,,,,,,,,,,,,,,,,,"Jake McCarthy","21622",664983
"Joey Loperfido","HOU",96,415,375,91,59,19,2,11,47,48,28,1,117,6,3,2,,8,3,0.24125,0.0685633,0.282061,0.24308,0.303437,0.391147,0.302566,0.694584,0.149898,5.1747,0.317806,-0.0416611,-0.153284,45.4809,-3.53262,93.5455,-0.194945,2.13168,-3.3505844175815582,-1.8683230876922607,0.927241,746.02001953125,,,,,,,413.3,4.305208333,413.3,4.305208333,,,,,,,,,,,,,,,,,,,"Joey Loperfido","29630",694388
"Luke Raley","SEA",80,346,304,69,42,14,1,13,40,42,25,0,105,13,2,1,,6,2,0.227989,0.0732094,0.304607,0.240341,0.31288,0.407277,0.316016,0.720156,0.179288,4.67977,0.299643,-0.207746,-0.0695957,41.6756,0.830973,108.767,-0.277341,-1.18005,3.2944473028182983,-6.1677045822143555,0.923697,748.25,,,,,,,370.7,4.63375,370.7,4.63375,,,,,,,,,,,,,,,,,,,"Luke Raley","19354",670042
"Brooks Baldwin","CHW",71,306,280,70,46,13,1,10,34,36,21,0,70,2,2,1,,6,2,0.250991,0.0680998,0.229332,0.296948,0.305597,0.412932,0.311808,0.718529,0.161941,4.45132,0.29762,0.178636,0.0137187,35.858,-0.309962,99.0794,0.192355,-0.894318,-0.13977950811386108,-1.391231656074524,0.921603,748.22998046875,,,,,,,324.2,4.566197183,324.2,4.566197183,,,,,,,,,,,,,,,,,,,"Brooks Baldwin","31394",681460
"Blaze Alexander","BAL",60,257,227,53,36,10,1,6,28,27,22,0,78,6,2,1,,5,2,0.232974,0.0836167,0.302833,0.276115,0.313287,0.36689,0.3016,0.680177,0.133917,4.67686,0.323412,0.0541899,-0.346928,28.0199,-2.39404,93.7488,-0.292738,1.3764,-2.18920436501503,2.2460004091262817,0.912516,745.9099731445312,,,,,,,248.8,4.146666666,248.8,4.146666666,,,,,,,,,,,,,,,,,,,"Blaze Alexander","23789",677942
"Ben Williamson","TBR",61,264,240,64,47,13,1,3,29,26,18,0,53,3,2,1,,5,1,0.264535,0.0697766,0.200522,0.347974,0.32268,0.365193,0.303188,0.687874,0.100658,4.96213,0.325926,-0.0427735,0.0360531,29.1181,-2.1178,92.5165,-0.00672046,0.600033,-2.3384110052138567,2.140465557575226,0.910959,999,,,,,,,259.7,4.257377049,259.7,4.257377049,,,,,,,,,,,,,,,,,,,"Ben Williamson","33197",810938
"Zach McKinstry","DET",86,373,333,79,52,15,5,7,42,36,33,1,80,4,2,1,,12,3,0.237937,0.0879864,0.213829,0.41148,0.312031,0.377143,0.302525,0.689174,0.139206,6.81441,0.289614,0.385976,0.63215,40.9205,-3.19172,92.6913,1.01813,-0.277762,-2.197811722755432,-1.7592439353466034,0.910224,510.30999755859375,,,,,,,372.6,4.332558139,372.6,4.332558139,,,,,,,,,,,,,,,,,,,"Zach McKinstry","19392",656716
"Colt Emerson","SEA",67,290,257,60,42,12,1,5,30,28,27,1,64,4,2,1,,4,1,0.233921,0.0914999,0.22049,0.414984,0.313325,0.351362,0.29434,0.664687,0.117441,4.2392,0.288697,-0.0682633,-0.147679,29.8973,-4.41218,93.835,-0.215943,0,-2.3258340060710907,1.185185194015503,0.906138,999,,,,,,,264.3,3.944776119,264.3,3.944776119,,,,,,,,,,,,,,,,,,,"Colt Emerson","sa3022923",806068
"Miguel Amaya","CHC",72,289,260,62,41,12,1,8,32,32,21,0,59,5,2,1,,2,0,0.239267,0.072,0.203531,0.353755,0.304694,0.388561,0.303208,0.693255,0.149293,3.65656,0.276381,-0.335407,-0.275854,31.8594,-2.31222,95.0844,-0.611261,-1.39616,-2.296145021915436,2.7530698776245117,0.899619,745.969970703125,,,,,,,284.7,3.954166666,284.7,3.954166666,,,,,,,,,,,,,,,,,,,"Miguel Amaya","21693",665804
"Nasim Nuñez","WSN",87,376,328,74,58,11,1,4,45,30,39,0,88,3,2,3,,29,7,0.226586,0.103795,0.234308,0.442985,0.312435,0.303979,0.280026,0.616414,0.0773924,6.25842,0.294379,-0.0831752,2.42704,34.3138,-10.0741,77.432,2.34386,1.9645,-7.704382419586182,4.001842975616455,0.899554,583.0999755859375,,,,,,,323.1,3.713793103,323.1,3.713793103,,,,,,,,,,,,,,,,,,,"Nasim Nunez","25979",683083
"Carson Benge","NYM",95,410,361,88,57,17,3,11,51,47,40,1,90,5,3,1,,9,2,0.242915,0.0972015,0.218929,0.443987,0.32493,0.395815,0.31553,0.720745,0.152901,5.60503,0.292359,0,0.0420128,49.3226,0.824702,105.034,0.0420128,-3.78607,2.491037927567959,-7.388693332672119,0.895646,999,,,,,,,448.1,4.716842105,448.1,4.716842105,,,,,,,,,,,,,,,,,,,"Carson Benge","35177",701807
"Trevor Larnach","MIN",95,410,363,89,57,18,1,13,48,48,41,1,99,3,3,1,,3,2,0.245835,0.100981,0.24138,0.41835,0.325811,0.409845,0.320875,0.735656,0.164009,3.28361,0.299784,-0.203361,-0.631279,51.1039,2.60603,104.825,-0.83464,-0.318031,1.4994151592254639,-6.902136445045471,0.893061,748.52001953125,,,,,,,447.6,4.711578947,447.6,4.711578947,,,,,,,,,,,,,,,,,,,"Trevor Larnach","21501",663616
"Austin Martin","MIN",76,327,282,71,53,14,1,3,37,27,36,0,55,6,2,2,,13,4,0.252826,0.109832,0.167087,0.657335,0.346431,0.343811,0.311143,0.690241,0.0909849,5.22082,0.301421,0.116455,0.287609,38.1263,-0.507642,98.1205,0.404064,-0.378377,-0.3202332854270935,-2.291494756937027,0.884548,748.5599975585938,,,,,,,329.6,4.336842105,329.6,4.336842105,,,,,,,,,,,,,,,,,,,"Austin Martin","27462",668885
"Lane Thomas","KCR",98,424,380,91,55,19,3,13,52,50,36,0,110,5,3,1,,14,5,0.238167,0.084138,0.258433,0.325571,0.310144,0.407546,0.312753,0.71769,0.169379,6.00805,0.297527,0.152621,0.0959978,50.0377,-0.10417,96.9708,0.248619,-2.46166,-1.2664954513311386,-4.822001934051514,0.871909,726.6699829101562,,,,,,,459.6,4.689795918,459.6,4.689795918,,,,,,,,,,,,,,,,,,,"Lane Thomas","16939",657041
"Kyle Karros","COL",71,306,274,71,49,15,2,5,36,32,26,1,70,4,2,1,,4,1,0.261134,0.0857363,0.227713,0.376511,0.331444,0.385045,0.314469,0.716489,0.123911,4.80596,0.330285,-0.0453327,-0.10786,36.5193,0.351346,87.3535,-0.153193,2.02638,-4.7412251234054565,2.9705143570899963,0.860469,999,,,,,,,320.3,4.511267605,320.3,4.511267605,,,,,,,,,,,,,,,,,,,"Kyle Karros","33252",691720
"Paul Goldschmidt","NYY",88,380,342,89,57,19,0,12,47,46,33,2,86,2,2,0,,4,1,0.258595,0.0857916,0.226407,0.378926,0.325327,0.422126,0.323427,0.747453,0.163531,3.56349,0.309751,-0.511119,-0.185948,48.1311,3.202,108.469,-0.697066,-0.389999,3.0982895493507385,-8.019628643989563,0.835919,748.3599853515625,,,,,,,434.1,4.932954545,434.1,4.932954545,,,,,,,,,,,,,,,,,,,"Paul Goldschmidt","9218",502671
"Christopher Morel","MIA",80,348,308,70,40,14,1,14,39,43,33,1,101,3,2,1,,6,2,0.226519,0.0956001,0.291409,0.328062,0.306807,0.417907,0.314596,0.724714,0.191387,4.29477,0.284957,0.486533,-0.191859,41.5351,0.435145,99.7524,0.294674,2.7658,0.19261007755994797,-3.644385576248169,0.830516,999,,,,,,,375.7,4.69625,375.7,4.69625,,,,,,,,,,,,,,,,,,,"Christopher Morel","21897",666624
"Jake Bauers","MIL",74,320,276,61,34,13,1,14,39,42,39,1,97,3,2,0,,9,2,0.221626,0.120535,0.30184,0.399335,0.321239,0.426183,0.325205,0.747422,0.204557,4.8561,0.281508,-0.428659,0.394955,40.9688,3.15686,109.116,-0.0337046,-1.1564,3.4237589351832867,-5.976463794708252,0.827808,999,,,,,,,378.1,5.109459459,378.1,5.109459459,,,,,,,,,,,,,,,,,,,"Jake Bauers","15194",641343
"Matt Shaw","CHC",64,278,247,60,39,11,2,8,35,33,26,0,54,3,2,1,,11,3,0.242806,0.0919156,0.192692,0.477007,0.319764,0.403636,0.316726,0.7234,0.16083,5.99791,0.276268,0.0715117,0.513954,33.7093,0.829393,104.345,0.585466,0.181473,2.018481433391571,-3.2472310811281204,0.821224,336.67999267578125,,,,,,,307,4.796875,307,4.796875,,,,,,,,,,,,,,,,,,,"Matt Shaw","33322",807713
"Rhys Hoskins","CLE",91,394,342,79,46,16,1,15,44,46,44,1,108,5,2,0,,2,1,0.229548,0.112731,0.273558,0.412091,0.324095,0.417078,0.323561,0.741173,0.187531,3.15666,0.28499,-0.588147,-0.535128,49.9242,3.36133,108.617,-1.12327,-0.467934,2.879149317741394,-8.44324192404747,0.818864,737.989990234375,,,,,,,441.5,4.851648351,441.5,4.851648351,,,,,,,,,,,,,,,,,,,"Rhys Hoskins","16472",656555
"Andrew Vaughn","MIL",129,557,506,126,79,26,1,20,58,76,41,0,110,6,4,0,,0,0,0.248498,0.0730515,0.198318,0.368356,0.310101,0.421774,0.317738,0.731875,0.173276,1.99258,0.27917,-0.786853,-0.80729,67.8758,2.11598,104,-1.59414,-1.62655,1.0446250438690186,-11.564821124076843,0.817534,272.2699890136719,,,,,,,609.7,4.726356589,609.7,4.726356589,,,,,,,,,,,,,,,,,,,"Andrew Vaughn","26197",683734
"Joey Bart","PIT",64,254,223,53,37,9,1,6,27,27,24,0,71,4,2,1,,1,0,0.237778,0.0955002,0.277587,0.344037,0.322012,0.371978,0.307857,0.69399,0.134201,3.15075,0.315226,-0.394785,-0.360569,28.9879,-1.07374,94.5936,-0.755354,-2.05288,-2.3856043815612793,2.9162538051605225,0.805309,999,,,,,,,247.9,3.8734375,247.9,3.8734375,,,,,,,,,,,,,,,,,,,"Joey Bart","21524",663698
"Pavin Smith","ARI",104,449,388,93,58,19,2,13,52,52,56,1,114,2,3,0,,3,1,0.238598,0.124638,0.254669,0.489413,0.334859,0.399601,0.32268,0.73446,0.161002,3.77376,0.30148,-0.485759,-0.54755,56.6098,3.51176,105.647,-1.03331,0.0709147,1.9744571447372437,-9.188344486057758,0.79115,999,,,,,,,498.4,4.792307692,498.4,4.792307692,,,,,,,,,,,,,,,,,,,"Pavin Smith","19892",656976
"Ryan Ritter","COL",64,278,248,62,41,13,2,7,34,32,21,0,73,5,2,2,,5,1,0.252326,0.0759412,0.262473,0.28933,0.32261,0.406976,0.318858,0.729585,0.154649,5.69433,0.327235,0.0229716,-0.11691,34.191,1.31107,90.3603,-0.0939387,1.00438,-3.2732168659567833,1.7000613808631897,0.785987,999,,,,,,,298.8,4.66875,298.8,4.66875,,,,,,,,,,,,,,,,,,,"Ryan Ritter","31500",690022
"Coby Mayo","BAL",47,202,180,42,24,9,1,8,24,26,18,0,55,2,1,0,,2,1,0.231504,0.0889862,0.272933,0.326037,0.307839,0.420153,0.315904,0.727992,0.188649,4.16239,0.286946,0.0339548,-0.195625,24.3046,0.466656,103.603,-0.16167,-0.50296,0.6949776113033295,-0.08058309555053711,0.773521,459.1600036621094,,,,,,,223.2,4.74893617,223.2,4.74893617,,,,,,,,,,,,,,,,,,,"Coby Mayo","28312",691723
