Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"José Alvarado","PHI",3,3,0,3.25055,64,0,3,12,,64,266,53,25,23,6,26,,2,74,10.4587,3.7088,2.81996,0.882,0.278085,0.0986128,0.17947188019752502,0.221344,1.23798,0.294553,0.764141,,,3.4278,1.13102,1.38879,746.0700073242188,,,,,,,388.99999999999994,6.078124999999999,369,5.765625,,,,,,,,,,,,,,,,,,,"Jose Alvarado","17780",621237
"Devin Williams","NYM",4,3,0,3.09731,64,0,32,3,,64,264,48,24,22,6,28,,3,81,11.5214,3.94807,2.91823,0.832,0.308262,0.105633,0.20262859016656876,0.204264,1.18841,0.28605,0.766682,,,3.22376,1.12956,1.39415,59.470001220703125,,,,,,,516,8.0625,483,7.546875,,,,,,,,,,,,,,,,,,,"Devin Williams","15816",642207
"Landen Roupp","SFG",8,8,10,4.07823,32,22,0,1,,130,563,126,64,59,15,51,,5,122,8.39577,3.55233,2.36346,1.02,0.215739,0.0912811,0.12445802986621857,0.248793,1.36314,0.300422,0.722818,,,4.03724,1.12216,1.30776,690.0999755859375,,,,,,,529.9,4.076153846153846,535,4.115384615384615,,,,,,,,,,,,,,,,,,,"Landen Roupp","30076",694738
"Tanner Scott","LAD",4,3,0,3.42124,62,0,4,14,,62,260,51,26,24,7,24,,3,72,10.448,3.53624,2.95456,0.941654,0.278138,0.0941383,0.1839992180466652,0.219108,1.21146,0.289002,0.749161,,,3.4875,1.11412,1.00554,712.8099975585938,,,,,,,379.0999999999999,6.114516129032257,358,5.774193548387097,,,,,,,,,,,,,,,,,,,"Tanner Scott","17586",656945
"Michael Lorenzen","COL",7,11,10,5.26453,26,26,0,0,,148,658,166,92,87,25,55,,6,121,7.36512,3.34904,2.19917,1.516,0.184128,0.0837259,0.10040199011564255,0.27785,1.49228,0.312577,0.691593,,,4.92689,1.09642,1.23561,999,,,,,,,415.1,2.80472972972973,474,3.2027027027027026,,,,,,,,,,,,,,,,,,,"Michael Lorenzen","14843",547179
"Ian Seymour","TBR",7,8,6,4.13827,57,14,0,1,,126,530,117,63,58,18,37,,7,121,8.66849,2.64355,3.2791,1.31202,0.228954,0.0698222,0.15913209319114685,0.24168,1.22527,0.2862,0.713314,,,4.161,1.0944,1.03555,521.1400146484375,,,,,,,520.8000000000002,4.133333333333335,510,4.0476190476190474,,,,,,,,,,,,,,,,,,,"Ian Seymour","27932",693855
"Adrian Houser","SFG",8,10,13,4.32108,26,26,0,0,,145,634,155,76,70,16,49,,7,107,6.60036,3.0015,2.19902,1.01,0.168236,0.0765049,0.0917309820652008,0.268391,1.40128,0.305012,0.7059,,,4.26953,1.0923,1.12606,743.219970703125,,,,,,,519.2,3.580689655172414,563,3.882758620689655,,,,,,,,,,,,,,,,,,,"Adrian Houser","12718",605288
"Trevor Megill","MIL",3,3,0,3.4182,66,0,11,9,,66,271,53,27,25,8,24,,2,81,11.1683,3.28212,3.40278,1.034,0.300676,0.088362,0.21231437474489212,0.214923,1.16577,0.289351,0.753439,,,3.34621,1.09023,1.13314,137.6999969482422,,,,,,,427.2000000000001,6.472727272727274,401,6.075757575757576,,,,,,,,,,,,,,,,,,,"Trevor Megill","17722",656730
"Jeff Hoffman","TOR",5,4,0,3.44331,63,0,27,3,,63,259,50,26,24,8,22,,3,78,11.1676,3.20867,3.48044,1.15817,0.300312,0.0862856,0.21402636170387268,0.212831,1.14813,0.282106,0.758216,,,3.56354,1.06236,0.967247,99.63999938964844,,,,,,,465.80000000000007,7.393650793650795,439,6.968253968253968,,,,,,,,,,,,,,,,,,,"Jeff Hoffman","17432",656546
"Logan Henderson","MIL",5,5,6,4.13336,29,13,0,1,,88,372,82,43,41,14,27,,3,88,8.96249,2.73961,3.27145,1.425,0.23659,0.0723198,0.16427049040794373,0.239021,1.22907,0.282322,0.733251,,,4.22339,1.05883,0.965516,413.3999938964844,,,,,,,355.8,4.043181818181818,348,3.9545454545454546,,,,,,,,,,,,,,,,,,,"Logan Henderson","31475",701656
"Jose Quintana","COL",7,11,10,5.37407,26,26,0,0,,147,663,174,94,88,22,57,,6,104,6.36947,3.47236,1.83434,1.373,0.156689,0.08542,0.07126902788877487,0.289408,1.56906,0.319274,0.686247,,,4.98754,1.04775,1.00336,999,,,,,,,383.79999999999995,2.610884353741496,468,3.183673469387755,,,,,,,,,,,,,,,,,,,"Jose Quintana","11423",500779
"José Berríos","TOR",6,7,6,4.25646,46,14,0,1,,114,490,115,58,54,17,33,,6,102,8.01322,2.62011,3.05835,1.315,0.207736,0.0679241,0.1398119404911995,0.255194,1.2982,0.29588,0.721651,,,4.27295,1.01961,0.794801,715.6500244140625,,,,,,,426.4999999999999,3.7412280701754375,440,3.8596491228070176,,,,,,,,,,,,,,,,,,,"Jose Berrios","14168",621244
"Luis Morales","ATH",7,8,8,4.6001,33,19,0,1,,122,529,121,67,62,18,50,,5,107,7.86098,3.68271,2.13456,1.348,0.201725,0.0945044,0.10722099244594574,0.25412,1.39564,0.292684,0.715257,,,4.67938,1.01387,0.929493,735.3200073242188,,,,,,,419.8000000000002,3.4409836065573787,429,3.5163934426229506,,,,,,,,,,,,,,,,,,,"Luis Morales","32227",806960
"Johan Oviedo","BOS",6,6,4,4.17707,51,11,0,1,,102,436,96,51,47,13,41,,5,101,8.93871,3.64394,2.45303,1.109,0.231414,0.0943377,0.13707590103149414,0.245412,1.34646,0.300832,0.721512,,,4.116,1.00902,0.867391,536.780029296875,,,,,,,413.30000000000007,4.051960784313726,409,4.009803921568627,,,,,,,,,,,,,,,,,,,"Johan Oviedo","22487",670912
"Joe Boyle","TBR",5,6,6,3.90513,35,13,0,1,,90,390,76,43,39,10,48,,5,102,10.1833,4.75299,2.1425,0.968,0.26246,0.122502,0.13995841890573502,0.224821,1.36734,0.293392,0.737289,,,4.00495,1.00524,1.09195,713.1400146484375,,,,,,,394.4,4.382222222222222,369,4.1,,,,,,,,,,,,,,,,,,,"Joe Boyle","29608",671212
"Kyle Harrison","MIL",6,7,8,4.20374,32,18,0,1,,111,473,101,55,52,16,44,,5,112,9.14554,3.56265,2.56706,1.326,0.237408,0.0924822,0.14492546021938324,0.238981,1.3132,0.287847,0.734644,,,4.34314,0.999866,1.26686,446.55999755859375,,,,,,,443.0000000000001,3.990990990990992,428,3.855855855855856,,,,,,,,,,,,,,,,,,,"Kyle Harrison","27758",690986
"Matt Brash","SEA",4,3,0,3.16144,62,0,3,12,,62,261,51,24,22,5,25,,3,74,10.6721,3.64791,2.92554,0.718045,0.282213,0.0964655,0.18574799597263336,0.219808,1.22925,0.299719,0.756063,,,3.16086,0.972942,0.897617,733.280029296875,,,,,,,391.69999999999993,6.31774193548387,372,6,,,,,,,,,,,,,,,,,,,"Matt Brash","25756",666374
"Jeremiah Estrada","SDP",4,3,0,3.28167,65,0,0,14,,65,271,48,26,24,8,28,,2,90,12.4664,3.91496,3.18429,1.03809,0.333297,0.104669,0.2286282256245613,0.201236,1.17732,0.286512,0.770195,,,3.26555,0.97138,0.757156,623.5800170898438,,,,,,,403.8,6.212307692307692,367,5.6461538461538465,,,,,,,,,,,,,,,,,,,"Jeremiah Estrada","22210",669093
"Bryce Elder","ATL",7,7,8,4.47446,25,19,0,1,,114,497,122,62,57,15,38,,4,94,7.37666,3.0213,2.44156,1.154,0.188572,0.0772343,0.11133754253387451,0.268548,1.40226,0.310325,0.706559,,,4.28757,0.968349,1.0178,740.5499877929688,,,,,,,407.8999999999999,3.578070175438596,441,3.8684210526315788,,,,,,,,,,,,,,,,,,,"Bryce Elder","27779",693821
"J.T. Ginn","ATH",5,5,4,3.87651,43,10,0,1,,86,364,83,40,37,10,29,,4,81,8.449,2.98712,2.82848,1.026,0.221275,0.078231,0.14304392039775848,0.249212,1.29369,0.302077,0.726505,,,3.88937,0.961968,0.943014,748.3499755859375,,,,,,,364.59999999999997,4.23953488372093,367,4.267441860465116,,,,,,,,,,,,,,,,,,,"J.T. Ginn","27889",669372
"Patrick Sandoval","BOS",5,5,5,3.78131,41,10,0,1,,85,362,80,39,36,9,32,,3,82,8.69327,3.42911,2.53514,0.949,0.227424,0.0897089,0.1377154141664505,0.246048,1.32335,0.303384,0.736129,,,3.82607,0.961292,1.02654,999,,,,,,,373.29999999999995,4.391764705882353,371,4.364705882352941,,,,,,,,,,,,,,,,,,,"Patrick Sandoval","19447",663776
"Robert Suarez","ATL",5,4,0,3.54967,67,0,8,11,,67,276,59,28,26,7,21,,2,69,9.37302,2.78412,3.36659,0.989684,0.251125,0.0745933,0.17653190344572067,0.231499,1.18965,0.290561,0.735406,,,3.5153,0.955791,1.1108,214.39999389648438,,,,,,,409.29999999999995,6.108955223880597,397,5.925373134328358,,,,,,,,,,,,,,,,,,,"Robert Suarez","30115",663158
"Camilo Doval","NYY",4,3,0,3.49832,63,0,2,14,,63,266,50,27,25,5,29,,3,74,10.525,4.14768,2.53756,0.759659,0.277601,0.109397,0.16820450127124786,0.213517,1.25043,0.28852,0.729481,,,3.43775,0.955756,0.723255,663.6500244140625,,,,,,,392.70000000000005,6.233333333333334,368,5.841269841269841,,,,,,,,,,,,,,,,,,,"Camilo Doval","21992",666808
"Ryan Feltner","COL",6,9,7,5.16075,33,19,0,1,,121,532,132,74,69,19,47,,5,100,7.48506,3.49528,2.14147,1.383,0.188234,0.0878994,0.10033487528562546,0.275552,1.48767,0.31478,0.688066,,,4.75589,0.944064,0.998315,999,,,,,,,366.50000000000006,3.028925619834711,406,3.355371900826446,,,,,,,,,,,,,,,,,,,"Ryan Feltner","21446",663372
"Carmen Mlodzinski","PIT",6,6,5,4.04478,61,11,0,4,,108,462,107,53,48,12,39,,4,95,7.93523,3.25427,2.43841,0.989,0.20576,0.0843831,0.12137727439403534,0.254201,1.34892,0.303354,0.720327,,,4.00331,0.943211,1.02546,745.6199951171875,,,,,,,450.40000000000003,4.170370370370371,461,4.268518518518518,,,,,,,,,,,,,,,,,,,"Carmen Mlodzinski","27572",669387
"Lucas Giolito",,7,8,10,4.67707,21,21,0,0,,125,543,125,69,65,20,48,,4,112,8.06566,3.48427,2.31488,1.442,0.206212,0.089081,0.11713101714849472,0.254455,1.38609,0.292296,0.715762,,,4.6859,0.942293,0.88154,728.47998046875,,,,,,,422,3.376,433,3.464,,,,,,,,,,,,,,,,,,,"Lucas Giolito","15474",608337
"Brandon Sproat","MIL",5,6,6,4.22936,32,14,0,1,,100,430,99,51,47,12,38,,5,83,7.48609,3.3985,2.20276,1.12,0.19309,0.0876583,0.1054319366812706,0.254606,1.36538,0.295318,0.718048,,,4.37382,0.937847,0.924469,528.2000122070312,,,,,,,376,3.76,385,3.85,,,,,,,,,,,,,,,,,,,"Brandon Sproat","33850",687075
"Dean Kremer","BAL",6,7,6,4.41503,40,16,0,1,,114,488,116,60,56,18,34,,3,100,7.89619,2.68427,2.94165,1.407,0.20522,0.0697634,0.1354561224579811,0.258494,1.31835,0.296558,0.721425,,,4.39939,0.922373,0.716469,999,,,,,,,413.5999999999999,3.628070175438596,429,3.763157894736842,,,,,,,,,,,,,,,,,,,"Dean Kremer","19350",665152
"Hunter Barco","PIT",5,6,5,4.10133,41,11,0,1,,94,408,91,46,43,11,39,,5,85,8.11315,3.71362,2.1847,1.046,0.207828,0.0951289,0.1126992478966713,0.249113,1.377,0.297227,0.727174,,,4.24201,0.908402,0.899336,999,,,,,,,365.69999999999993,3.890425531914893,369,3.925531914893617,,,,,,,,,,,,,,,,,,,"Hunter Barco","33174",682995
"Sean Burke","CHW",7,11,11,4.79951,26,26,0,0,,141,618,138,80,75,23,63,,6,128,8.16245,4.03561,2.0226,1.49,0.207054,0.10237,0.10468396544456482,0.251708,1.42803,0.288736,0.71901,,,4.93834,0.906604,0.74007,748.5599975585938,,,,,,,450.7000000000001,3.1964539007092205,455,3.226950354609929,,,,,,,,,,,,,,,,,,,"Sean Burke","29878",680732
"Michael Soroka","ARI",6,6,5,4.02305,52,11,5,1,,101,430,94,49,45,12,36,,7,103,9.2146,3.18421,2.89384,1.054,0.240472,0.0830981,0.15737442672252655,0.24351,1.28848,0.303094,0.717301,,,3.86773,0.901549,0.970157,710.3599853515625,,,,,,,461.4000000000001,4.568316831683169,455,4.5049504950495045,,,,,,,,,,,,,,,,,,,"Michael Soroka","18383",647336
"Cristian Javier","HOU",8,11,12,4.93795,27,27,0,0,,156,678,152,90,85,28,64,,6,144,8.30867,3.68467,2.25493,1.637,0.211871,0.093959,0.11791186779737473,0.249228,1.38369,0.282581,0.712531,,,4.99766,0.896646,0.584947,470.2799987792969,,,,,,,492.8000000000001,3.1589743589743597,494,3.1666666666666665,,,,,,,,,,,,,,,,,,,"Cristian Javier","17606",664299
"Hunter Harvey","CHC",3,2,0,3.3403,52,0,4,13,,52,212,44,21,19,5,16,,2,58,10.1233,2.78448,3.63562,0.948,0.273666,0.0752736,0.19839273393154144,0.225005,1.15548,0.292769,0.74587,,,3.30439,0.886291,0.771837,748.530029296875,,,,,,,342.9,6.5942307692307685,329,6.326923076923077,,,,,,,,,,,,,,,,,,,"Hunter Harvey","15507",640451
"Chris Martin","TEX",3,3,0,3.42659,56,0,8,11,,56,229,51,23,21,6,13,,2,57,9.20555,2.06452,4.45893,1.01,0.248652,0.0557649,0.1928870975971222,0.240226,1.15392,0.299355,0.741491,,,3.34318,0.883223,0.71135,638.3599853515625,,,,,,,361.0000000000001,6.446428571428574,355,6.339285714285714,,,,,,,,,,,,,,,,,,,"Chris Martin","11847",455119
"Ryan Walker","SFG",5,3,0,3.28604,62,0,30,4,,62,259,54,25,23,5,20,,5,68,9.8156,2.86533,3.42565,0.769612,0.26242,0.0766046,0.1858157142996788,0.230334,1.18509,0.302004,0.738402,,,3.24495,0.868555,1.03247,144.55999755859375,,,,,,,483.9,7.804838709677419,472,7.612903225806452,,,,,,,,,,,,,,,,,,,"Ryan Walker","20423",676254
"Mick Abel","MIN",7,9,9,4.60337,36,23,0,1,,137,601,136,75,70,18,63,,5,122,7.9851,4.12981,1.93353,1.194,0.202139,0.104544,0.09759499877691269,0.255379,1.45246,0.299896,0.712629,,,4.58104,0.862938,0.787962,298.7799987792969,,,,,,,482.8000000000002,3.5240875912408773,495,3.613138686131387,,,,,,,,,,,,,,,,,,,"Mick Abel","27756",690953
"Logan Allen","CLE",6,8,8,4.4646,27,19,0,1,,113,492,116,60,56,16,44,,4,92,7.34864,3.51653,2.08974,1.287,0.186806,0.0893916,0.09741407632827759,0.260901,1.41936,0.296884,0.725578,,,4.64602,0.854733,0.75153,999,,,,,,,381.80000000000007,3.378761061946903,401,3.5486725663716814,,,,,,,,,,,,,,,,,,,"Logan Allen","27589",671106
"Andrew Alvarez","WSN",5,6,6,4.16521,37,13,0,1,,96,414,98,48,44,11,38,,4,69,6.49272,3.52865,1.84,0.997,0.167,0.0907607,0.07623925060033798,0.26307,1.41368,0.298514,0.721813,,,4.44169,0.851455,0.96651,999,,,,,,,336.3000000000001,3.503125000000001,353,3.6770833333333335,,,,,,,,,,,,,,,,,,,"Andrew Alvarez","29914",674841
"Jake Irvin","WSN",7,9,8,4.60331,38,21,0,1,,134,573,140,73,68,21,43,,5,104,6.99059,2.8673,2.43804,1.385,0.180997,0.0742386,0.10675795376300812,0.265922,1.36488,0.297075,0.710154,,,4.6527,0.848779,0.995443,999,,,,,,,437.29999999999995,3.263432835820895,465,3.470149253731343,,,,,,,,,,,,,,,,,,,"Jake Irvin","21504",663623
"Alex Vesia","LAD",4,3,0,3.58449,60,0,1,18,,60,252,47,26,24,8,25,,3,75,11.2056,3.73879,2.99713,1.16565,0.297976,0.0994205,0.19855592399835587,0.209362,1.19372,0.276915,0.755737,,,3.71154,0.841804,0.720808,743.4199829101562,,,,,,,366.40000000000003,6.106666666666667,339,5.65,,,,,,,,,,,,,,,,,,,"Alex Vesia","25007",681911
"Fernando Cruz","NYY",4,3,0,3.47027,60,0,1,16,,60,256,47,25,23,6,29,,3,81,12.1102,4.28124,2.82867,0.968785,0.316718,0.111967,0.20475048571825027,0.210525,1.25955,0.297875,0.758939,,,3.41881,0.84163,0.672324,999,,,,,,,383,6.383333333333334,357,5.95,,,,,,,,,,,,,,,,,,,"Fernando Cruz","7048",518585
"Dennis Santana","PIT",4,3,0,3.74432,68,0,25,5,,68,285,61,30,28,7,23,,3,63,8.41079,3.11633,2.69894,0.874854,0.221565,0.0820934,0.13947175443172455,0.236818,1.25245,0.289462,0.718865,,,3.70375,0.822541,1.03871,150.50999450683594,,,,,,,451.5,6.639705882352941,442,6.5,,,,,,,,,,,,,,,,,,,"Dennis Santana","17878",642701
"Robert Garcia","TEX",3,3,0,3.50845,64,0,19,6,,64,268,56,27,25,7,23,,2,70,9.89227,3.2835,3.01272,1.024,0.261266,0.0867209,0.17454489320516586,0.230909,1.2438,0.295026,0.756272,,,3.61725,0.818582,0.923076,232.1199951171875,,,,,,,425.9,6.6546875,413,6.453125,,,,,,,,,,,,,,,,,,,"Robert Garcia","23363",676395
"Ryan Johnson","LAA",4,5,4,4.28989,25,10,0,1,,71,301,71,36,34,10,23,,2,61,7.76416,2.95379,2.62854,1.257,0.202354,0.0769833,0.12537061423063278,0.25768,1.33307,0.29862,0.719885,,,4.31611,0.812832,0.641207,999,,,,,,,268.79999999999995,3.785915492957746,276,3.887323943661972,,,,,,,,,,,,,,,,,,,"Ryan Johnson","35325",696270
"Tomoyuki Sugano","COL",5,9,8,5.46499,21,21,0,0,,115,507,142,75,70,20,27,,5,73,5.68487,2.13239,2.66596,1.598,0.143322,0.05376,0.08956191688776016,0.299848,1.47468,0.319459,0.674554,,,5.018,0.807075,0.65905,999,,,,,,,285.8,2.485217391304348,365,3.1739130434782608,,,,,,,,,,,,,,,,,,,"Tomoyuki Sugano","35321",608372
"Matt Strahm","KCR",3,3,0,3.74485,66,0,2,16,,66,274,57,29,27,9,21,,3,72,9.89125,2.84919,3.4716,1.202,0.263547,0.0759153,0.18763203918933868,0.229431,1.19021,0.287382,0.74444,,,3.76027,0.792312,0.773663,720.1400146484375,,,,,,,375.50000000000006,5.68939393939394,359,5.4393939393939394,,,,,,,,,,,,,,,,,,,"Matt Strahm","13799",621381
"Seranthony Domínguez","CHW",3,3,0,3.82473,63,0,20,6,,63,266,53,29,27,8,29,,3,71,10.2199,4.154,2.46027,1.091,0.267081,0.108558,0.15852315723896027,0.223941,1.30086,0.288258,0.745455,,,3.9514,0.789533,0.612844,194.19000244140625,,,,,,,400.00000000000006,6.34920634920635,381,6.0476190476190474,,,,,,,,,,,,,,,,,,,"Seranthony Dominguez","19249",622554
"Jose A. Ferrer","SEA",4,3,0,3.32092,69,0,3,16,,69,287,62,28,26,5,21,,4,67,8.7564,2.76162,3.17075,0.701558,0.234278,0.0738872,0.16039075702428818,0.234638,1.19706,0.296111,0.727665,,,3.27937,0.787595,0.676804,999,,,,,,,425.90000000000003,6.172463768115943,418,6.057971014492754,,,,,,,,,,,,,,,,,,,"Jose A. Ferrer","24017",678606
"Lucas Erceg","KCR",3,3,0,3.64012,64,0,4,12,,64,269,58,28,26,6,24,,3,65,9.13229,3.34166,2.73286,0.895,0.239773,0.0877371,0.15203626453876495,0.240263,1.28625,0.302713,0.736908,,,3.66979,0.784784,0.906205,490.70001220703125,,,,,,,365.99999999999994,5.718749999999999,359,5.609375,,,,,,,,,,,,,,,,,,,"Lucas Erceg","19360",668674
"Raisel Iglesias","ATL",3,3,0,3.69268,66,0,25,4,,66,274,59,29,27,8,19,,2,71,9.77066,2.64495,3.69407,1.149,0.260008,0.0703852,0.18962294608354568,0.235351,1.19868,0.295357,0.743016,,,3.61626,0.770938,0.96083,100.62000274658203,,,,,,,456.60000000000014,6.918181818181821,446,6.757575757575758,,,,,,,,,,,,,,,,,,,"Raisel Iglesias","17130",628452
"Andrew Painter","PHI",7,8,8,4.64923,35,19,0,1,,126,546,130,70,65,19,47,,4,99,7.03739,3.32833,2.11439,1.386,0.180425,0.0853321,0.09509330242872238,0.261774,1.39905,0.292151,0.713199,,,4.77941,0.766426,0.932088,999,,,,,,,409.70000000000005,3.251587301587302,432,3.4285714285714284,,,,,,,,,,,,,,,,,,,"Andrew Painter","sa3017880",691725
"Griffin Canning","SDP",6,7,8,4.30849,31,18,0,1,,109,470,108,56,52,16,40,,4,97,8.00968,3.27614,2.44485,1.317,0.206728,0.0845563,0.12217161059379578,0.253918,1.35593,0.294613,0.730171,,,4.45324,0.743729,0.889502,999,,,,,,,394.99999999999994,3.6238532110091737,403,3.697247706422018,,,,,,,,,,,,,,,,,,,"Griffin Canning","19867",656288
"Daniel Palencia","CHC",3,3,0,3.60233,67,0,32,3,,67,280,56,29,27,8,27,,3,75,10.1026,3.71357,2.72046,1.018,0.266597,0.0979969,0.16860008239746094,0.224599,1.25558,0.289903,0.749419,,,3.73253,0.738282,0.957741,91.05999755859375,,,,,,,483.79999999999995,7.220895522388059,463,6.91044776119403,,,,,,,,,,,,,,,,,,,"Daniel Palencia","27914",694037
"Mark Leiter Jr.","ATH",3,3,0,3.9067,64,0,8,10,,64,272,58,30,28,7,25,,3,66,9.36041,3.58266,2.6127,1.06,0.242955,0.0929901,0.14996489137411118,0.237779,1.30827,0.296777,0.732809,,,3.94491,0.728798,0.619174,727.989990234375,,,,,,,364.7,5.6984375,357,5.578125,,,,,,,,,,,,,,,,,,,"Mark Leiter Jr.","15551",643410
"Gregory Soto","PIT",3,3,0,3.6105,64,0,2,15,,64,271,56,28,26,5,26,,6,71,9.98181,3.7454,2.66508,0.74466,0.259976,0.0975487,0.16242681443691254,0.234397,1.29798,0.310895,0.728758,,,3.50462,0.707603,0.795185,728.4099731445312,,,,,,,382.5,5.9765625,371,5.796875,,,,,,,,,,,,,,,,,,,"Gregory Soto","19677",642397
"David Festa","MIN",3,3,3,3.89952,28,6,0,1,,57,240,52,27,25,7,19,,2,59,9.35907,3.05826,3.06026,1.126,0.24664,0.0805944,0.16604553908109665,0.239514,1.25881,0.297122,0.730924,,,3.81972,0.695195,0.601109,999,,,,,,,259.49999999999994,4.552631578947367,253,4.43859649122807,,,,,,,,,,,,,,,,,,,"David Festa","30056",701581
"Luis Gil","NYY",5,5,4,4.24513,41,11,0,1,,91,395,81,46,43,14,42,,4,95,9.40679,4.14392,2.27002,1.341,0.241669,0.106461,0.13520807772874832,0.232095,1.34768,0.280855,0.740713,,,4.48815,0.683462,0.604415,376.5,,,,,,,346.6,3.808791208791209,329,3.6153846153846154,,,,,,,,,,,,,,,,,,,"Luis Gil","21052",661563
"Cole Sands","MIN",3,3,0,3.91095,68,0,4,13,,68,286,63,32,29,8,21,,3,67,8.98893,2.86224,3.14052,1.081,0.236309,0.075245,0.1610637530684471,0.243127,1.25669,0.298534,0.724854,,,3.79631,0.673476,0.509065,735.4400024414062,,,,,,,375.00000000000006,5.514705882352942,370,5.4411764705882355,,,,,,,,,,,,,,,,,,,"Cole Sands","21461",663485
"Germán Márquez","SDP",6,8,8,4.69714,27,19,0,1,,111,478,116,62,58,18,37,,4,87,7.03969,2.98075,2.36172,1.433,0.181118,0.0766889,0.10442859679460526,0.265716,1.38101,0.295929,0.710328,,,4.74404,0.66532,0.572632,743.3200073242188,,,,,,,353.4000000000001,3.1837837837837846,376,3.3873873873873874,,,,,,,,,,,,,,,,,,,"German Marquez","15038",608566
"Robert Gasser","MIL",4,5,3,4.05477,42,8,0,1,,79,334,75,38,35,11,24,,5,72,8.27207,2.78241,2.97299,1.278,0.21659,0.0728527,0.1437373086810112,0.245611,1.26127,0.287745,0.731072,,,4.24412,0.664075,0.643744,748.5800170898438,,,,,,,315.3,3.991139240506329,313,3.962025316455696,,,,,,,,,,,,,,,,,,,"Robert Gasser","29812",688107
"Kyle Leahy","STL",6,7,6,4.28622,52,14,0,1,,119,516,122,62,57,15,44,,4,95,7.15862,3.33319,2.14768,1.132,0.18401,0.0856786,0.09833124279975891,0.259917,1.38865,0.297844,0.720414,,,4.39387,0.663605,0.829765,733.6699829101562,,,,,,,428.8999999999999,3.604201680672268,450,3.7815126050420167,,,,,,,,,,,,,,,,,,,"Kyle Leahy","24763",681517
"Chase Dollander","COL",6,9,6,5.27418,43,19,0,1,,127,564,135,79,74,21,56,,7,111,7.84376,3.96822,1.97664,1.452,0.196395,0.0993579,0.09703729301691055,0.2698,1.50443,0.310134,0.689052,,,4.97662,0.655082,0.828076,743.4400024414062,,,,,,,367.5000000000002,2.8937007874015768,399,3.141732283464567,,,,,,,,,,,,,,,,,,,"Chase Dollander","33482",801403
"Jordan Romano","LAA",3,4,0,4.19853,59,0,9,11,,59,252,54,30,28,8,22,,3,65,9.87217,3.33506,2.96012,1.2407,0.258109,0.0871955,0.1709131971001625,0.238008,1.28004,0.298333,0.714209,,,4.01921,0.654616,0.180695,688.9600219726562,,,,,,,341.80000000000007,5.793220338983052,335,5.677966101694915,,,,,,,,,,,,,,,,,,,"Jordan Romano","16122",605447
"Janson Junk","MIA",5,6,4,4.31765,47,10,0,1,,92,391,98,48,44,13,20,,3,67,6.56617,1.93629,3.39111,1.276,0.171992,0.0507185,0.1212734691798687,0.267441,1.28237,0.296698,0.706014,,,4.27329,0.637904,0.604721,999,,,,,,,335.1000000000001,3.642391304347827,360,3.9130434782608696,,,,,,,,,,,,,,,,,,,"Janson Junk","23301",676083
"Dylan Lee","ATL",4,3,0,3.6004,65,0,1,16,,65,268,57,28,26,9,19,,1,73,10.131,2.68774,3.76935,1.25711,0.270999,0.0718956,0.1991037279367447,0.230773,1.18513,0.289906,0.760594,,,3.63678,0.631241,0.809506,999,,,,,,,377.09999999999997,5.801538461538461,363,5.584615384615384,,,,,,,,,,,,,,,,,,,"Dylan Lee","19996",669276
"Emilio Pagán","CIN",3,3,0,4.12564,66,0,26,4,,66,277,58,32,30,11,24,,2,73,9.97277,3.22486,3.09246,1.477,0.262838,0.0849929,0.17784462869167328,0.231652,1.24432,0.282816,0.747018,,,4.22583,0.631099,0.701227,111.94000244140625,,,,,,,416.3000000000001,6.307575757575759,401,6.075757575757576,,,,,,,,,,,,,,,,,,,"Emilio Pagan","14771",641941
"Richard Fitts","STL",7,9,10,4.50013,35,23,0,1,,134,579,141,72,67,19,42,,5,99,6.67292,2.84446,2.34593,1.291,0.171637,0.0731637,0.0984731987118721,0.265566,1.36849,0.295309,0.710911,,,4.58746,0.629033,0.918714,748.5800170898438,,,,,,,452.29999999999984,3.375373134328357,484,3.611940298507463,,,,,,,,,,,,,,,,,,,"Richard Fitts","30160",690916
"Graham Ashcraft","CIN",4,4,0,4.08724,65,0,2,15,,65,275,63,32,29,7,21,,3,58,8.11001,2.86134,2.83434,0.93691,0.211546,0.0746368,0.13690920174121857,0.251742,1.29793,0.303324,0.698876,,,3.78651,0.627955,0.48108,999,,,,,,,345.09999999999997,5.309230769230768,348,5.3538461538461535,,,,,,,,,,,,,,,,,,,"Graham Ashcraft","27552",668933
"Jared Koenig","MIL",3,3,0,3.48769,65,0,1,15,,65,271,57,27,25,7,23,,3,68,9.49583,3.23176,2.93829,0.997,0.251324,0.085534,0.16578955948352814,0.232682,1.24144,0.293795,0.754458,,,3.68312,0.625828,0.894879,748.489990234375,,,,,,,369.7,5.687692307692307,357,5.492307692307692,,,,,,,,,,,,,,,,,,,"Jared Koenig","27517",657649
